Floor,Zone,Row,Seat_Number,Seat_Type,Display_Text,X,Y,Z,View_ID
2F,A,2열,5,일반 좌석,5,26.733,34.421,4.5,View_2F_A_2_5
2F,A,2열,6,일반 좌석,6,26.217,34.529,4.5,View_2F_A_2_6
2F,A,2열,7,일반 좌석,7,25.7,34.637,4.5,View_2F_A_2_7
2F,A,2열,8,일반 좌석,8,25.183,34.744,4.5,View_2F_A_2_8
2F,A,2열,9,일반 좌석,9,24.667,34.852,4.5,View_2F_A_2_9
2F,A,2열,10,일반 좌석,10,24.15,34.96,4.5,View_2F_A_2_10
2F,A,3열,1,일반 좌석,1,28.8,34.953,4.866,View_2F_A_3_1
2F,A,3열,2,일반 좌석,2,28.285,35.057,4.866,View_2F_A_3_2
2F,A,3열,3,일반 좌석,3,27.77,35.162,4.866,View_2F_A_3_3
2F,A,3열,4,일반 좌석,4,27.255,35.267,4.866,View_2F_A_3_4
2F,A,3열,5,일반 좌석,5,26.74,35.371,4.866,View_2F_A_3_5
2F,A,3열,6,일반 좌석,6,26.225,35.476,4.866,View_2F_A_3_6
2F,A,3열,7,일반 좌석,7,25.71,35.58,4.866,View_2F_A_3_7
2F,A,3열,8,일반 좌석,8,25.194,35.685,4.866,View_2F_A_3_8
2F,A,3열,9,일반 좌석,9,24.679,35.79,4.866,View_2F_A_3_9
2F,A,3열,10,일반 좌석,10,24.164,35.894,4.866,View_2F_A_3_10
2F,A,4열,1,일반 좌석,1,28.8,35.916,5.231,View_2F_A_4_1
2F,A,4열,2,일반 좌석,2,28.287,36.017,5.231,View_2F_A_4_2
2F,A,4열,3,일반 좌석,3,27.773,36.119,5.231,View_2F_A_4_3
2F,A,4열,4,일반 좌석,4,27.26,36.22,5.231,View_2F_A_4_4
2F,A,4열,5,일반 좌석,5,26.746,36.321,5.231,View_2F_A_4_5
2F,A,4열,6,일반 좌석,6,26.233,36.423,5.231,View_2F_A_4_6
2F,A,4열,7,일반 좌석,7,25.719,36.524,5.231,View_2F_A_4_7
2F,A,4열,8,일반 좌석,8,25.206,36.626,5.231,View_2F_A_4_8
2F,A,4열,9,일반 좌석,9,24.692,36.727,5.231,View_2F_A_4_9
2F,A,4열,10,일반 좌석,10,24.179,36.829,5.231,View_2F_A_4_10
2F,A,5열,1,일반 좌석,1,28.8,36.879,5.597,View_2F_A_5_1
2F,A,5열,2,일반 좌석,2,28.288,36.977,5.597,View_2F_A_5_2
2F,A,5열,3,일반 좌석,3,27.776,37.075,5.597,View_2F_A_5_3
2F,A,5열,4,일반 좌석,4,27.264,37.173,5.597,View_2F_A_5_4
2F,A,5열,5,일반 좌석,5,26.752,37.272,5.597,View_2F_A_5_5
2F,A,5열,6,일반 좌석,6,26.24,37.37,5.597,View_2F_A_5_6
2F,A,5열,7,일반 좌석,7,25.729,37.468,5.597,View_2F_A_5_7
2F,A,5열,8,일반 좌석,8,25.217,37.566,5.597,View_2F_A_5_8
2F,A,5열,9,일반 좌석,9,24.705,37.665,5.597,View_2F_A_5_9
2F,A,5열,10,일반 좌석,10,24.193,37.763,5.597,View_2F_A_5_10
2F,A,6열,1,일반 좌석,1,28.8,37.841,5.963,View_2F_A_6_1
2F,A,6열,2,일반 좌석,2,28.29,37.937,5.963,View_2F_A_6_2
2F,A,6열,3,일반 좌석,3,27.779,38.032,5.963,View_2F_A_6_3
2F,A,6열,4,일반 좌석,4,27.269,38.127,5.963,View_2F_A_6_4
2F,A,6열,5,일반 좌석,5,26.759,38.222,5.963,View_2F_A_6_5
2F,A,6열,6,일반 좌석,6,26.248,38.317,5.963,View_2F_A_6_6
2F,A,6열,7,일반 좌석,7,25.738,38.412,5.963,View_2F_A_6_7
2F,A,6열,8,일반 좌석,8,25.228,38.507,5.963,View_2F_A_6_8
2F,A,6열,9,일반 좌석,9,24.717,38.602,5.963,View_2F_A_6_9
2F,A,6열,10,일반 좌석,10,24.207,38.697,5.963,View_2F_A_6_10
2F,A,7열,1,일반 좌석,1,28.8,38.804,6.329,View_2F_A_7_1
2F,A,7열,2,일반 좌석,2,28.291,38.896,6.329,View_2F_A_7_2
2F,A,7열,3,일반 좌석,3,27.783,38.988,6.329,View_2F_A_7_3
2F,A,7열,4,일반 좌석,4,27.274,39.08,6.329,View_2F_A_7_4
2F,A,7열,5,일반 좌석,5,26.765,39.172,6.329,View_2F_A_7_5
2F,A,7열,6,일반 좌석,6,26.256,39.264,6.329,View_2F_A_7_6
2F,A,7열,7,일반 좌석,7,25.748,39.356,6.329,View_2F_A_7_7
2F,A,7열,8,일반 좌석,8,25.239,39.448,6.329,View_2F_A_7_8
2F,A,7열,9,일반 좌석,9,24.73,39.54,6.329,View_2F_A_7_9
2F,A,7열,10,일반 좌석,10,24.221,39.631,6.329,View_2F_A_7_10
2F,A,8열,1,일반 좌석,1,28.8,39.767,6.694,View_2F_A_8_1
2F,A,8열,2,일반 좌석,2,28.293,39.856,6.694,View_2F_A_8_2
2F,A,8열,3,일반 좌석,3,27.786,39.945,6.694,View_2F_A_8_3
2F,A,8열,4,일반 좌석,4,27.279,40.033,6.694,View_2F_A_8_4
2F,A,8열,5,일반 좌석,5,26.771,40.122,6.694,View_2F_A_8_5
2F,A,8열,6,일반 좌석,6,26.264,40.211,6.694,View_2F_A_8_6
2F,A,8열,7,일반 좌석,7,25.757,40.3,6.694,View_2F_A_8_7
2F,A,8열,8,일반 좌석,8,25.25,40.388,6.694,View_2F_A_8_8
2F,A,8열,9,일반 좌석,9,24.743,40.477,6.694,View_2F_A_8_9
2F,A,8열,10,일반 좌석,10,24.236,40.566,6.694,View_2F_A_8_10
2F,A,9열,1,일반 좌석,1,28.8,40.73,7.06,View_2F_A_9_1
2F,A,9열,2,일반 좌석,2,28.294,40.816,7.06,View_2F_A_9_2
2F,A,9열,3,일반 좌석,3,27.789,40.901,7.06,View_2F_A_9_3
2F,A,9열,4,일반 좌석,4,27.283,40.987,7.06,View_2F_A_9_4
2F,A,9열,5,일반 좌석,5,26.778,41.072,7.06,View_2F_A_9_5
2F,A,9열,6,일반 좌석,6,26.272,41.158,7.06,View_2F_A_9_6
2F,A,9열,7,일반 좌석,7,25.767,41.243,7.06,View_2F_A_9_7
2F,A,9열,8,일반 좌석,8,25.261,41.329,7.06,View_2F_A_9_8
2F,A,9열,9,일반 좌석,9,24.756,41.414,7.06,View_2F_A_9_9
2F,A,9열,10,일반 좌석,10,24.25,41.5,7.06,View_2F_A_9_10
2F,B,1열,1,확장좌석27,1,22.39,34.27,3.93,View_2F_B_1_1
2F,B,1열,2,확장좌석27,2,21.702,34.262,3.93,View_2F_B_1_2
2F,B,1열,3,확장좌석27,3,21.014,34.254,3.93,View_2F_B_1_3
2F,B,1열,4,확장좌석27,4,20.326,34.246,3.93,View_2F_B_1_4
2F,B,1열,5,확장좌석27,5,19.638,34.238,3.93,View_2F_B_1_5
2F,B,1열,6,확장좌석27,6,18.95,34.23,3.93,View_2F_B_1_6
2F,B,1열,7,확장좌석27,7,18.262,34.222,3.93,View_2F_B_1_7
2F,B,1열,8,확장좌석27,8,17.574,34.214,3.93,View_2F_B_1_8
2F,B,1열,9,확장좌석27,9,16.886,34.206,3.93,View_2F_B_1_9
2F,B,1열,10,확장좌석27,10,16.198,34.198,3.93,View_2F_B_1_10
2F,B,1열,11,확장좌석27,11,15.51,34.19,3.93,View_2F_B_1_11
2F,B,1열,12,none,,0.0,0.0,0.0,View_2F_B_1_12
2F,B,1열,13,none,,0.0,0.0,0.0,View_2F_B_1_13
2F,B,1열,14,none,,0.0,0.0,0.0,View_2F_B_1_14
2F,B,2열,1,확장좌석17,1,22.29,35.12,4.33,View_2F_B_2_1
2F,B,2열,2,확장좌석17,2,21.685,35.123,4.33,View_2F_B_2_2
2F,B,2열,3,확장좌석17,3,21.079,35.125,4.33,View_2F_B_2_3
2F,B,2열,4,확장좌석17,4,20.474,35.128,4.33,View_2F_B_2_4
2F,B,2열,5,확장좌석17,5,19.868,35.131,4.33,View_2F_B_2_5
2F,B,2열,6,확장좌석17,6,19.263,35.134,4.33,View_2F_B_2_6
2F,B,2열,7,확장좌석17,7,18.657,35.136,4.33,View_2F_B_2_7
2F,B,2열,8,확장좌석17,8,18.052,35.139,4.33,View_2F_B_2_8
2F,B,2열,9,확장좌석17,9,17.446,35.142,4.33,View_2F_B_2_9
2F,B,2열,10,확장좌석17,10,16.841,35.145,4.33,View_2F_B_2_10
2F,B,2열,11,확장좌석17,11,16.235,35.147,4.33,View_2F_B_2_11
2F,B,2열,12,확장좌석17,12,15.63,35.15,4.33,View_2F_B_2_12
2F,B,2열,13,none,,0.0,0.0,0.0,View_2F_B_2_13
2F,B,2열,14,none,,0.0,0.0,0.0,View_2F_B_2_14
2F,B,3열,1,일반 좌석,1,22.4,36.01,4.8,View_2F_B_3_1
2F,B,3열,2,일반 좌석,2,21.877,36.012,4.8,View_2F_B_3_2
2F,B,3열,3,일반 좌석,3,21.354,36.013,4.8,View_2F_B_3_3
2F,B,3열,4,일반 좌석,4,20.831,36.015,4.8,View_2F_B_3_4
2F,B,3열,5,일반 좌석,5,20.308,36.016,4.8,View_2F_B_3_5
2F,B,3열,6,일반 좌석,6,19.785,36.018,4.8,View_2F_B_3_6
2F,B,3열,7,일반 좌석,7,19.262,36.019,4.8,View_2F_B_3_7
2F,B,3열,8,일반 좌석,8,18.738,36.021,4.8,View_2F_B_3_8
2F,B,3열,9,일반 좌석,9,18.215,36.022,4.8,View_2F_B_3_9
2F,B,3열,10,일반 좌석,10,17.692,36.024,4.8,View_2F_B_3_10
2F,B,3열,11,일반 좌석,11,17.169,36.025,4.8,View_2F_B_3_11
2F,B,3열,12,일반 좌석,12,16.646,36.027,4.8,View_2F_B_3_12
2F,B,3열,13,일반 좌석,13,16.123,36.028,4.8,View_2F_B_3_13
2F,B,3열,14,일반 좌석,14,15.6,36.03,4.8,View_2F_B_3_14
2F,B,4열,1,일반 좌석,1,22.418,36.958,5.22,View_2F_B_4_1
2F,B,4열,2,일반 좌석,2,21.894,36.959,5.22,View_2F_B_4_2
2F,B,4열,3,일반 좌석,3,21.369,36.96,5.22,View_2F_B_4_3
2F,B,4열,4,일반 좌석,4,20.845,36.961,5.22,View_2F_B_4_4
2F,B,4열,5,일반 좌석,5,20.321,36.962,5.22,View_2F_B_4_5
2F,B,4열,6,일반 좌석,6,19.796,36.963,5.22,View_2F_B_4_6
2F,B,4열,7,일반 좌석,7,19.272,36.964,5.22,View_2F_B_4_7
2F,B,4열,8,일반 좌석,8,18.748,36.964,5.22,View_2F_B_4_8
2F,B,4열,9,일반 좌석,9,18.224,36.965,5.22,View_2F_B_4_9
2F,B,4열,10,일반 좌석,10,17.699,36.966,5.22,View_2F_B_4_10
2F,B,4열,11,일반 좌석,11,17.175,36.967,5.22,View_2F_B_4_11
2F,B,4열,12,일반 좌석,12,16.651,36.968,5.22,View_2F_B_4_12
2F,B,4열,13,일반 좌석,13,16.126,36.969,5.22,View_2F_B_4_13
2F,B,4열,14,일반 좌석,14,15.602,36.97,5.22,View_2F_B_4_14
2F,B,5열,1,일반 좌석,1,22.436,37.906,5.64,View_2F_B_5_1
2F,B,5열,2,일반 좌석,2,21.91,37.906,5.64,View_2F_B_5_2
2F,B,5열,3,일반 좌석,3,21.385,37.907,5.64,View_2F_B_5_3
2F,B,5열,4,일반 좌석,4,20.859,37.907,5.64,View_2F_B_5_4
2F,B,5열,5,일반 좌석,5,20.334,37.907,5.64,View_2F_B_5_5
2F,B,5열,6,일반 좌석,6,19.808,37.908,5.64,View_2F_B_5_6
2F,B,5열,7,일반 좌석,7,19.283,37.908,5.64,View_2F_B_5_7
2F,B,5열,8,일반 좌석,8,18.757,37.908,5.64,View_2F_B_5_8
2F,B,5열,9,일반 좌석,9,18.232,37.908,5.64,View_2F_B_5_9
2F,B,5열,10,일반 좌석,10,17.706,37.909,5.64,View_2F_B_5_10
2F,B,5열,11,일반 좌석,11,17.181,37.909,5.64,View_2F_B_5_11
2F,B,5열,12,일반 좌석,12,16.655,37.909,5.64,View_2F_B_5_12
2F,B,5열,13,일반 좌석,13,16.13,37.91,5.64,View_2F_B_5_13
2F,B,5열,14,일반 좌석,14,15.604,37.91,5.64,View_2F_B_5_14
2F,B,6열,1,일반 좌석,1,22.454,38.854,6.06,View_2F_B_6_1
2F,B,6열,2,일반 좌석,2,21.927,38.854,6.06,View_2F_B_6_2
2F,B,6열,3,일반 좌석,3,21.4,38.853,6.06,View_2F_B_6_3
2F,B,6열,4,일반 좌석,4,20.874,38.853,6.06,View_2F_B_6_4
2F,B,6열,5,일반 좌석,5,20.347,38.853,6.06,View_2F_B_6_5
2F,B,6열,6,일반 좌석,6,19.82,38.852,6.06,View_2F_B_6_6
2F,B,6열,7,일반 좌석,7,19.293,38.852,6.06,View_2F_B_6_7
2F,B,6열,8,일반 좌석,8,18.767,38.852,6.06,View_2F_B_6_8
2F,B,6열,9,일반 좌석,9,18.24,38.852,6.06,View_2F_B_6_9
2F,B,6열,10,일반 좌석,10,17.713,38.851,6.06,View_2F_B_6_10
2F,B,6열,11,일반 좌석,11,17.186,38.851,6.06,View_2F_B_6_11
2F,B,6열,12,일반 좌석,12,16.66,38.851,6.06,View_2F_B_6_12
2F,B,6열,13,일반 좌석,13,16.133,38.85,6.06,View_2F_B_6_13
2F,B,6열,14,일반 좌석,14,15.606,38.85,6.06,View_2F_B_6_14
2F,B,7열,1,일반 좌석,1,22.472,39.802,6.48,View_2F_B_7_1
2F,B,7열,2,일반 좌석,2,21.944,39.801,6.48,View_2F_B_7_2
2F,B,7열,3,일반 좌석,3,21.416,39.8,6.48,View_2F_B_7_3
2F,B,7열,4,일반 좌석,4,20.888,39.799,6.48,View_2F_B_7_4
2F,B,7열,5,일반 좌석,5,20.36,39.798,6.48,View_2F_B_7_5
2F,B,7열,6,일반 좌석,6,19.832,39.797,6.48,View_2F_B_7_6
2F,B,7열,7,일반 좌석,7,19.304,39.796,6.48,View_2F_B_7_7
2F,B,7열,8,일반 좌석,8,18.776,39.796,6.48,View_2F_B_7_8
2F,B,7열,9,일반 좌석,9,18.248,39.795,6.48,View_2F_B_7_9
2F,B,7열,10,일반 좌석,10,17.72,39.794,6.48,View_2F_B_7_10
2F,B,7열,11,일반 좌석,11,17.192,39.793,6.48,View_2F_B_7_11
2F,B,7열,12,일반 좌석,12,16.664,39.792,6.48,View_2F_B_7_12
2F,B,7열,13,일반 좌석,13,16.136,39.791,6.48,View_2F_B_7_13
2F,B,7열,14,일반 좌석,14,15.608,39.79,6.48,View_2F_B_7_14
2F,B,8열,1,일반 좌석,1,22.49,40.75,6.9,View_2F_B_8_1
2F,B,8열,2,일반 좌석,2,21.961,40.748,6.9,View_2F_B_8_2
2F,B,8열,3,일반 좌석,3,21.432,40.747,6.9,View_2F_B_8_3
2F,B,8열,4,일반 좌석,4,20.902,40.745,6.9,View_2F_B_8_4
2F,B,8열,5,일반 좌석,5,20.373,40.744,6.9,View_2F_B_8_5
2F,B,8열,6,일반 좌석,6,19.844,40.742,6.9,View_2F_B_8_6
2F,B,8열,7,일반 좌석,7,19.315,40.741,6.9,View_2F_B_8_7
2F,B,8열,8,일반 좌석,8,18.785,40.739,6.9,View_2F_B_8_8
2F,B,8열,9,일반 좌석,9,18.256,40.738,6.9,View_2F_B_8_9
2F,B,8열,10,일반 좌석,10,17.727,40.736,6.9,View_2F_B_8_10
2F,B,8열,11,일반 좌석,11,17.198,40.735,6.9,View_2F_B_8_11
2F,B,8열,12,일반 좌석,12,16.668,40.733,6.9,View_2F_B_8_12
2F,B,8열,13,일반 좌석,13,16.139,40.732,6.9,View_2F_B_8_13
2F,B,8열,14,일반 좌석,14,15.61,40.73,6.9,View_2F_B_8_14
2F,B,9열,1,none,,0.0,0.0,0.0,View_2F_B_9_1
2F,B,9열,2,none,,0.0,0.0,0.0,View_2F_B_9_2
2F,B,9열,3,none,,0.0,0.0,0.0,View_2F_B_9_3
2F,B,9열,4,none,,0.0,0.0,0.0,View_2F_B_9_4
2F,B,9열,5,none,,0.0,0.0,0.0,View_2F_B_9_5
2F,B,9열,6,none,,0.0,0.0,0.0,View_2F_B_9_6
2F,B,9열,7,none,,0.0,0.0,0.0,View_2F_B_9_7
2F,B,9열,8,none,,0.0,0.0,0.0,View_2F_B_9_8
2F,B,9열,9,none,,0.0,0.0,0.0,View_2F_B_9_9
2F,B,9열,10,none,,0.0,0.0,0.0,View_2F_B_9_10
2F,B,9열,11,none,,0.0,0.0,0.0,View_2F_B_9_11
2F,B,9열,12,none,,0.0,0.0,0.0,View_2F_B_9_12
2F,B,9열,13,none,,0.0,0.0,0.0,View_2F_B_9_13
2F,B,9열,14,none,,0.0,0.0,0.0,View_2F_B_9_14
2F,C,1열,1,일반 좌석,1,13.8,34.03,4.0,View_2F_C_1_1
2F,C,1열,2,일반 좌석,2,13.3,33.919,4.0,View_2F_C_1_2
2F,C,1열,3,일반 좌석,3,12.8,33.808,4.0,View_2F_C_1_3
2F,C,1열,4,일반 좌석,4,12.3,33.696,4.0,View_2F_C_1_4
2F,C,1열,5,일반 좌석,5,11.8,33.585,4.0,View_2F_C_1_5
2F,C,1열,6,일반 좌석,6,11.3,33.474,4.0,View_2F_C_1_6
2F,C,1열,7,일반 좌석,7,10.8,33.362,4.0,View_2F_C_1_7
2F,C,1열,8,일반 좌석,8,10.3,33.251,4.0,View_2F_C_1_8
2F,C,1열,9,일반 좌석,9,9.8,33.14,4.0,View_2F_C_1_9
2F,C,1열,10,none,,0.0,0.0,0.0,View_2F_C_1_10
2F,C,2열,1,일반 좌석,1,13.8,34.88,4.3,View_2F_C_2_1
2F,C,2열,2,일반 좌석,2,13.3,34.781,4.3,View_2F_C_2_2
2F,C,2열,3,일반 좌석,3,12.8,34.682,4.3,View_2F_C_2_3
2F,C,2열,4,일반 좌석,4,12.3,34.583,4.3,View_2F_C_2_4
2F,C,2열,5,일반 좌석,5,11.8,34.484,4.3,View_2F_C_2_5
2F,C,2열,6,일반 좌석,6,11.3,34.386,4.3,View_2F_C_2_6
2F,C,2열,7,일반 좌석,7,10.8,34.287,4.3,View_2F_C_2_7
2F,C,2열,8,일반 좌석,8,10.3,34.188,4.3,View_2F_C_2_8
2F,C,2열,9,일반 좌석,9,9.8,34.089,4.3,View_2F_C_2_9
2F,C,2열,10,일반 좌석,10,9.3,33.99,4.3,View_2F_C_2_10
2F,C,3열,1,일반 좌석,1,13.776,35.821,4.694,View_2F_C_3_1
2F,C,3열,2,일반 좌석,2,13.277,35.725,4.694,View_2F_C_3_2
2F,C,3열,3,일반 좌석,3,12.778,35.628,4.694,View_2F_C_3_3
2F,C,3열,4,일반 좌석,4,12.279,35.531,4.694,View_2F_C_3_4
2F,C,3열,5,일반 좌석,5,11.78,35.434,4.694,View_2F_C_3_5
2F,C,3열,6,일반 좌석,6,11.28,35.337,4.694,View_2F_C_3_6
2F,C,3열,7,일반 좌석,7,10.781,35.24,4.694,View_2F_C_3_7
2F,C,3열,8,일반 좌석,8,10.282,35.144,4.694,View_2F_C_3_8
2F,C,3열,9,일반 좌석,9,9.783,35.047,4.694,View_2F_C_3_9
2F,C,3열,10,일반 좌석,10,9.284,34.95,4.694,View_2F_C_3_10
2F,C,4열,1,일반 좌석,1,13.751,36.763,5.089,View_2F_C_4_1
2F,C,4열,2,일반 좌석,2,13.253,36.668,5.089,View_2F_C_4_2
2F,C,4열,3,일반 좌석,3,12.755,36.573,5.089,View_2F_C_4_3
2F,C,4열,4,일반 좌석,4,12.257,36.479,5.089,View_2F_C_4_4
2F,C,4열,5,일반 좌석,5,11.759,36.384,5.089,View_2F_C_4_5
2F,C,4열,6,일반 좌석,6,11.261,36.289,5.089,View_2F_C_4_6
2F,C,4열,7,일반 좌석,7,10.763,36.194,5.089,View_2F_C_4_7
2F,C,4열,8,일반 좌석,8,10.265,36.1,5.089,View_2F_C_4_8
2F,C,4열,9,일반 좌석,9,9.767,36.005,5.089,View_2F_C_4_9
2F,C,4열,10,일반 좌석,10,9.269,35.91,5.089,View_2F_C_4_10
2F,C,5열,1,일반 좌석,1,13.727,37.704,5.483,View_2F_C_5_1
2F,C,5열,2,일반 좌석,2,13.23,37.612,5.483,View_2F_C_5_2
2F,C,5열,3,일반 좌석,3,12.733,37.519,5.483,View_2F_C_5_3
2F,C,5열,4,일반 좌석,4,12.236,37.426,5.483,View_2F_C_5_4
2F,C,5열,5,일반 좌석,5,11.739,37.333,5.483,View_2F_C_5_5
2F,C,5열,6,일반 좌석,6,11.241,37.241,5.483,View_2F_C_5_6
2F,C,5열,7,일반 좌석,7,10.744,37.148,5.483,View_2F_C_5_7
2F,C,5열,8,일반 좌석,8,10.247,37.055,5.483,View_2F_C_5_8
2F,C,5열,9,일반 좌석,9,9.75,36.963,5.483,View_2F_C_5_9
2F,C,5열,10,일반 좌석,10,9.253,36.87,5.483,View_2F_C_5_10
2F,C,6열,1,일반 좌석,1,13.703,38.646,5.877,View_2F_C_6_1
2F,C,6열,2,일반 좌석,2,13.207,38.555,5.877,View_2F_C_6_2
2F,C,6열,3,일반 좌석,3,12.71,38.464,5.877,View_2F_C_6_3
2F,C,6열,4,일반 좌석,4,12.214,38.374,5.877,View_2F_C_6_4
2F,C,6열,5,일반 좌석,5,11.718,38.283,5.877,View_2F_C_6_5
2F,C,6열,6,일반 좌석,6,11.222,38.193,5.877,View_2F_C_6_6
2F,C,6열,7,일반 좌석,7,10.726,38.102,5.877,View_2F_C_6_7
2F,C,6열,8,일반 좌석,8,10.23,38.011,5.877,View_2F_C_6_8
2F,C,6열,9,일반 좌석,9,9.733,37.921,5.877,View_2F_C_6_9
2F,C,6열,10,일반 좌석,10,9.237,37.83,5.877,View_2F_C_6_10
2F,C,7열,1,일반 좌석,1,13.679,39.587,6.271,View_2F_C_7_1
2F,C,7열,2,일반 좌석,2,13.183,39.499,6.271,View_2F_C_7_2
2F,C,7열,3,일반 좌석,3,12.688,39.41,6.271,View_2F_C_7_3
